whole_time,opt_step_count,collision_count,crash_rate,ee_path_length,joints_path_length,Avg.Speed,Max.Speed,goal_w,collision_w,oneLoop,oneOpt
146.627,2683,211,85.0,49.464,203.048,0.264,0.753,50.0,140,54.65025658310682,31.32743929643663
124.909,2291.0,126.333,65.0,47.187,190.061,0.298,0.781,50.0,140.0,54.509,31.258
124.909,2291.0,126.333,65.0,47.187,190.061,0.298,0.781,50.0,140.0,54.509,31.258
120.029,2202,96,50.0,48.002,191.591,0.312,0.863,50.0,160,54.509097288999634,31.249146370536952
113.24,2079,96,50.0,46.137,184.147,0.317,0.826,50.0,160,54.46860433599592,31.221984268782975
94.696,1743,30,30.0,43.596,172.095,0.358,0.807,50.0,160,54.32927109219873,31.147045304018807
109.322,2008.0,74.0,43.333,45.912,182.611,0.329,0.832,50.0,160.0,54.436,31.206
109.322,2008.0,74.0,43.333,45.912,182.611,0.329,0.832,50.0,160.0,54.436,31.206
119.075,2190,75,50.0,47.502,188.379,0.31,0.754,50.0,180,54.372303888678005,31.216889647044002
136.144,2502,104,65.0,49.528,197.984,0.283,0.745,50.0,180,54.41399758382381,31.22130829653294
132.8,2445,67,60.0,48.854,197.76,0.286,0.799,50.0,180,54.31483840162281,31.19001193524382
129.34,2379.0,82.0,58.333,48.628,194.708,0.293,0.766,50.0,180.0,54.367,31.209
129.34,2379.0,82.0,58.333,48.628,194.708,0.293,0.766,50.0,180.0,54.367,31.209
99.494,1835,15,20.0,45.636,177.791,0.356,0.809,50.0,200,54.22009343347368,31.153175681423427
123.905,2279,79,65.0,48.932,194.267,0.307,0.776,50.0,200,54.36827447028367,31.21699393449409
119.404,2199,51,50.0,49.043,191.064,0.319,0.76,50.0,200,54.29906192396163,31.174635117354313
114.268,2104.333,48.333,45.0,47.87,187.707,0.327,0.782,50.0,200.0,54.296,31.182
114.268,2104.333,48.333,45.0,47.87,187.707,0.327,0.782,50.0,200.0,54.296,31.182
110.937,2045,40,35.0,47.004,184.206,0.329,0.808,50.0,220,54.24802565632939,31.177547216998335
121.319,2232,54,60.0,49.336,193.143,0.316,0.792,50.0,220,54.35430672433642,31.209610375879485
122.37,2254,53,35.0,49.025,192.293,0.311,0.778,50.0,220,54.290262597159355,31.17631448510482
118.209,2177.0,49.0,43.333,48.455,189.881,0.319,0.793,50.0,220.0,54.298,31.188
118.209,2177.0,49.0,43.333,48.455,189.881,0.319,0.793,50.0,220.0,54.298,31.188
126.326,2324,76,75.0,50.877,199.298,0.313,0.768,50.0,240,54.35727662350758,31.22706698468548
129.851,2393,24,15.0,50.213,198.528,0.3,0.742,50.0,240,54.2628309789483,31.134912671775833
112.049,2069,23,35.0,47.962,186.563,0.331,0.746,50.0,240,54.15592958755457,31.14437135075993
122.742,2262.0,41.0,41.667,49.684,194.796,0.315,0.752,50.0,240.0,54.259,31.169
122.742,2262.0,41.0,41.667,49.684,194.796,0.315,0.752,50.0,240.0,54.259,31.169
96.605,1766,155,55.0,42.089,165.648,0.341,0.765,60.0,80,54.7025101101142,31.394578727428396
98.121,1788,212,65.0,41.933,166.162,0.335,0.788,60.0,80,54.877696421322405,31.45417137700706
95.696,1747,155,65.0,41.713,163.76,0.341,0.842,60.0,80,54.777413282519966,31.36774001970384
96.807,1767.0,174.0,61.667,41.912,165.19,0.339,0.798,60.0,80.0,54.786,31.405
96.807,1767.0,174.0,61.667,41.912,165.19,0.339,0.798,60.0,80.0,54.786,31.405
96.132,1768,53,55.0,42.599,169.424,0.345,0.815,60.0,100,54.373260267180015,31.21963615331175
114.553,2081,282,55.0,42.803,173.623,0.294,0.846,60.0,100,55.046920877188114,31.50597287736679
113.836,2086,149,55.0,43.631,177.519,0.299,0.833,60.0,100,54.5716283419674,31.30679459722707
108.174,1978.333,161.333,55.0,43.011,173.522,0.313,0.831,60.0,100.0,54.664,31.344
108.174,1978.333,161.333,55.0,43.011,173.522,0.313,0.831,60.0,100.0,54.664,31.344
134.671,2453,282,70.0,46.239,189.882,0.27,0.807,60.0,120,54.90034636409245,31.45170561692883
106.1,1953,36,35.0,42.771,171.83,0.313,0.773,60.0,120,54.326737165084815,31.182258481925658
98.8,1814,58,30.0,42.716,170.641,0.337,0.831,60.0,120,54.46548945585712,31.19658214649003
113.19,2073.333,125.333,45.0,43.909,177.451,0.307,0.804,60.0,120.0,54.564,31.277
113.19,2073.333,125.333,45.0,43.909,177.451,0.307,0.804,60.0,120.0,54.564,31.277
107.497,1977,61,40.0,44.352,176.026,0.321,0.917,60.0,140,54.37362670416053,31.19819756403196
122.248,2245,93,45.0,45.001,183.074,0.287,0.893,60.0,140,54.45345281758128,31.243610063480638
121.734,2234,98,35.0,45.444,185.723,0.291,0.842,60.0,140,54.491321637145944,31.255053214548738
117.16,2152.0,84.0,40.0,44.932,181.608,0.3,0.884,60.0,140.0,54.439,31.232
117.16,2152.0,84.0,40.0,44.932,181.608,0.3,0.884,60.0,140.0,54.439,31.232
109.782,2018,51,30.0,44.499,179.826,0.315,0.763,60.0,160,54.40128546640115,31.171219081897565
128.412,2354,136,70.0,47.796,189.993,0.29,0.842,60.0,160,54.550718937066016,31.303869229610836
110.302,2025,94,50.0,45.985,184.016,0.325,0.787,60.0,160,54.47027971715103,31.2423218621148
116.165,2132.333,93.667,50.0,46.093,184.612,0.31,0.797,60.0,160.0,54.474,31.239
116.165,2132.333,93.667,50.0,46.093,184.612,0.31,0.797,60.0,160.0,54.474,31.239
126.106,2324,61,30.0,46.849,189.879,0.288,0.784,60.0,180,54.26242193543768,31.179283756807624
